N,P,K,temperature,humidity,ph,rainfall,crop_fertilizer
112,112,133,27.96346586310824,62.72236057037334,4.6389597897791255,262.2899618561641,Rice || Urea
26,39,117,25.07150498184992,37.9137633977397,6.766256012920562,117.72421277368078,Cotton || Ammonium Sulfate
83,66,62,33.82578408944832,61.877221830871136,8.329254452765491,192.76727425935607,Rice || Urea
66,103,137,28.92166376059861,61.73832804932971,5.772653081690617,251.57066809742366,Sugarcane || Muriate of Potash
64,56,189,27.991680376303094,88.73864918383009,5.378476181917349,167.8936788139837,Sugarcane || Muriate of Potash
56,44,167,16.56747459885368,42.569185777269006,7.209867075737847,222.1855355917822,Wheat || DAP
21,28,170,25.34293718445557,42.39703564714477,7.533634563198818,223.13454490313003,Cotton || Ammonium Sulfate
71,123,66,30.599906446645036,43.84715602849407,5.3996238822072895,199.44494863825284,Maize || NPK 15-15-15
89,17,61,37.304782958792785,36.78417567767616,4.8064430570444525,99.00120104332424,Cotton || Ammonium Sulfate
92,35,146,17.236564039547158,39.3039042688945,7.7420659463454875,248.02926355605805,Rice || Urea
17,122,191,12.248127179747893,74.59219200974235,8.40600789458405,144.70615735349594,Wheat || DAP
90,113,120,13.957837273560214,60.89505974705055,7.078689144289138,50.610578544568135,Wheat || DAP
127,80,10,21.77216409473146,80.81618402528082,5.611467600575576,98.70704081668603,Maize || NPK 15-15-15
34,39,53,33.334160841395665,94.55586311489961,8.486690434211168,223.73160498383578,Cotton || Ammonium Sulfate
98,16,84,12.185694125974372,74.54208086594008,8.07306654506831,56.59200059619745,Wheat || DAP
21,76,107,23.874995415031847,38.02733423720743,6.553522585121176,75.36745651717868,Cotton || Ammonium Sulfate
68,74,217,20.559995998876257,41.27377188526049,7.8012851393673355,206.61443585000907,Wheat || DAP
118,45,18,13.364524462592916,87.86024508888246,7.763282093051867,254.22418953460974,Rice || Urea
35,34,41,23.70614345348805,66.64975667349569,8.239195878693998,192.09568121383285,Cotton || Ammonium Sulfate
56,46,24,18.62346639075469,84.4902295637444,7.86369537509384,93.34985291909311,Wheat || DAP
41,10,149,21.14900569302217,86.39674017349557,7.074716943828658,52.81930317989166,Wheat || DAP
19,24,215,30.345997924391618,90.66047248997116,6.9372148758260295,187.6303798120748,Sugarcane || Muriate of Potash
25,46,194,25.560325581685145,91.98975232918195,6.369429153326447,51.37565870347935,Sugarcane || Muriate of Potash
35,22,145,15.240833153813146,68.28954779019837,7.00594255988303,187.05329246602167,Wheat || DAP
95,113,81,36.996778051014616,55.46121033536203,7.680866346121531,94.13918659866282,Maize || NPK 15-15-15
23,17,164,28.5336799084532,92.71189246087991,8.376150505210212,257.1174549781191,Sugarcane || Muriate of Potash
88,14,199,31.91257906722582,67.84438436007352,6.369149432728481,154.02224043696685,Sugarcane || Muriate of Potash
126,69,21,14.059541900217642,38.85516337727666,6.794612811955028,93.74522399432695,Maize || NPK 15-15-15
16,82,74,13.223517865960492,73.56659300359189,6.279221980235127,244.75487597406197,Maize || NPK 15-15-15
124,10,116,12.50564930957011,70.26108502370064,7.173954483933616,100.968495627402,Wheat || DAP
81,45,51,16.908644722109557,88.74757237368236,7.019682016245039,113.58377836597012,Wheat || DAP
68,44,199,22.774618340680874,74.19123134946875,4.571335160774494,240.22669577330936,Sugarcane || Muriate of Potash
91,75,124,36.33147946847339,55.943145467693085,6.664646236402634,114.11008715214302,Cotton || Ammonium Sulfate
125,72,148,23.883551140910185,92.97354354234923,4.8539475827960565,138.43930461535297,Sugarcane || Muriate of Potash
112,113,112,19.546632739685766,83.09716915892201,4.605534472022153,123.43976098212798,Cotton || Ammonium Sulfate
26,32,180,26.610316591511246,72.82505710288126,7.664788648338793,67.9360762792902,Sugarcane || Muriate of Potash
23,18,104,14.91029903150452,52.575512204187376,5.534599448637202,49.33499493923827,Cotton || Ammonium Sulfate
117,43,26,27.847153166129566,57.41241777885773,5.862620309149197,213.88976177463553,Rice || Urea
54,55,169,26.779230812593084,75.1981954457994,4.756338350416264,194.83290974457296,Sugarcane || Muriate of Potash
107,87,94,32.59181886854845,39.3188491077993,5.218001041977402,107.76785621249373,Maize || NPK 15-15-15
46,13,177,37.65387790204262,50.40083549901581,7.5624192730311695,110.94378999637084,Cotton || Ammonium Sulfate
117,39,160,18.522710264618873,77.83405600379588,6.474123320930484,266.8013879220835,Rice || Urea
48,104,65,25.251067720897776,63.801110590677254,8.022673850200594,277.0410705360381,Maize || NPK 15-15-15
24,111,143,35.630500564294096,59.14361388886581,6.08896852586734,153.62437677608645,Cotton || Ammonium Sulfate
129,84,95,32.41493699499387,44.08745734402487,5.5748029430170725,232.5884189155585,Rice || Urea
13,108,187,24.672563880621,61.51094206866396,5.890399257834604,216.8046102086477,Sugarcane || Muriate of Potash
102,81,111,36.57966288998422,81.24151824561403,7.351087174067618,111.35625028289127,Cotton || Ammonium Sulfate
25,12,174,13.488154031437045,50.84077076431358,6.720022689337944,54.055050524914805,Wheat || DAP
117,23,201,36.205964112527184,35.323912531020646,8.11676483020971,74.21350171238561,Cotton || Ammonium Sulfate
135,69,63,13.31319220195297,75.11029406905897,6.908675077555533,241.1905880801832,Rice || Urea
64,86,209,26.229923346981792,93.35759626595316,6.4720728339260125,215.49131679910747,Sugarcane || Muriate of Potash
43,54,186,35.15146464802823,71.40959381531496,7.643010895546931,199.44036267094668,Sugarcane || Muriate of Potash
22,105,124,18.830744532593872,42.19531153562781,8.290135402933782,71.3557196071956,Wheat || DAP
27,43,148,24.278460972574123,54.243985540680384,5.923383644979882,193.58336498812594,Cotton || Ammonium Sulfate
105,54,97,20.432550857561132,87.0584968832134,5.499504840661911,225.3165595583477,Rice || Urea
132,70,58,36.755741843985135,48.95408445540971,6.964869585176556,246.54441996646975,Rice || Urea
48,92,158,33.41478546358036,71.46175420985648,6.4954912846155235,43.17550700646837,Sugarcane || Muriate of Potash
55,111,124,30.434039294485867,59.160272495239866,8.456742299459133,204.27402445083464,Cotton || Ammonium Sulfate
38,25,203,27.278301651992827,47.470623285178945,6.349447136590934,44.58343734476906,Cotton || Ammonium Sulfate
71,75,72,33.335386522427854,83.80441361388078,4.797326205441383,209.64948293042525,Maize || NPK 15-15-15
25,49,113,22.198943079612224,79.56987658794142,8.409476243110543,192.54912753568115,Cotton || Ammonium Sulfate
130,26,92,23.63634823275761,74.69546395755592,7.87434778237416,75.6034871005534,Cotton || Ammonium Sulfate
19,128,112,30.980044748102397,49.18019541612507,5.213000575831853,223.86922032283127,Cotton || Ammonium Sulfate
112,43,165,21.30162384563657,40.871420162987,8.118421012451478,56.403428365525876,Wheat || DAP
93,115,26,13.66142449325772,69.56955978955797,5.862667283286978,238.33570569871202,Rice || Urea
74,25,15,13.932699831037858,68.220670012366,6.0084479381377776,102.86301876357496,Cotton || Ammonium Sulfate
12,111,156,14.999432833948301,46.30310056009238,8.125565929448637,205.3244469521596,Wheat || DAP
129,69,193,34.611714406935235,38.37480165891035,6.620462260141261,261.6854418452489,Rice || Urea
77,75,37,24.27788706966131,39.84250725163916,5.051051717594079,121.55848592162775,Maize || NPK 15-15-15
46,75,203,30.534941602963148,94.56625919076403,5.976224637367216,160.69457870570062,Sugarcane || Muriate of Potash
82,99,47,22.215642725727225,82.01503368457301,7.3883897850715226,151.14832814810808,Maize || NPK 15-15-15
58,22,128,18.726484632806496,90.31924855791036,5.196736752272066,77.82672377508834,Sugarcane || Muriate of Potash
130,65,46,21.02699635661751,46.7032833341818,6.860924789625435,181.6748825177828,Rice || Urea
97,120,124,32.64874097824678,92.6341121794061,7.281096531777667,218.32046044502752,Rice || Urea
46,40,77,28.255619250817393,43.559261088389725,5.875414302170317,260.0499589417166,Cotton || Ammonium Sulfate
70,43,186,36.37863427890545,65.54490971398826,7.27552275483329,244.1926243958831,Sugarcane || Muriate of Potash
133,48,52,29.672324242997682,84.78174106502384,8.036829407317274,162.4046511347276,Cotton || Ammonium Sulfate
48,76,173,26.824722425622042,55.98820127069476,6.388466976932964,212.56411708286436,Cotton || Ammonium Sulfate
72,17,67,27.865096233631697,60.489711990614026,6.031637312719143,232.18801920973428,Cotton || Ammonium Sulfate
55,96,22,36.50165742617878,42.69110661794587,5.504633605433143,158.43729129720373,Maize || NPK 15-15-15
97,87,61,32.493224176534355,42.375312799938364,6.916821919453216,67.70261456902426,Maize || NPK 15-15-15
20,129,67,12.625072171527384,72.17409348671958,8.019408192154863,145.103383323369,Maize || NPK 15-15-15
71,64,41,25.887632099528126,75.5319421172034,5.798645068740776,242.19472916837557,Maize || NPK 15-15-15
86,36,218,29.896798700210685,81.6399508449316,6.084942098149214,183.1939372944964,Rice || Urea
61,127,114,31.466160439418033,68.40092316090521,6.126502070199935,213.87001048224136,Cotton || Ammonium Sulfate
13,102,197,17.541695102162354,73.74555753567836,6.743249367110069,84.464325316621,Wheat || DAP
68,112,92,34.546611215735155,35.8110363019832,5.413635846269754,271.44106437064136,Maize || NPK 15-15-15
81,62,195,36.85192182655426,44.730243628231285,7.788844621230817,136.97932707839425,Cotton || Ammonium Sulfate
102,48,108,18.154597951966615,94.09488596101428,5.682409110016885,196.87252545225496,Rice || Urea
72,74,113,34.94800189544839,39.559610378949905,7.321450763586728,44.52934110174526,Cotton || Ammonium Sulfate
63,26,193,14.52144782541848,75.72729333561469,6.552862967118208,70.55662294126992,Wheat || DAP
126,114,37,13.448377738996374,45.56495798190298,6.843590413411027,227.68822477238055,Rice || Urea
119,39,138,15.359818802671484,78.00311514605852,5.2184349553092115,272.3126669248611,Rice || Urea
83,62,179,13.501268066142936,77.3594241777196,7.440092792712682,116.81328521331477,Wheat || DAP
116,22,219,33.97031816605018,49.05194358728541,5.254482076170524,48.92337638590356,Cotton || Ammonium Sulfate
66,30,57,13.53530375591507,51.17806395315225,4.953894550509757,126.60798447523301,Cotton || Ammonium Sulfate
12,28,49,19.063268975455042,74.2862428161253,6.686717999555148,44.19235126696063,Wheat || DAP
129,62,106,14.697664931932266,58.405162326812814,7.337188547670661,86.16954214299258,Wheat || DAP
15,28,200,19.680972944157887,46.672878181994676,4.700143345739027,220.5932836128972,Cotton || Ammonium Sulfate
14,66,213,14.354546157623933,78.9007759272489,4.777581259762169,264.90121554555907,Sugarcane || Muriate of Potash
14,34,209,29.368084519318366,44.24885146018005,7.7107166508236755,60.9877802485328,Cotton || Ammonium Sulfate
63,95,217,15.466497224906954,86.3386198486968,7.736130798029328,173.89618691452222,Wheat || DAP
56,40,123,34.147994071811084,65.88017144310965,5.481218868236325,100.93140306976767,Sugarcane || Muriate of Potash
18,90,141,33.246967318892665,41.34203623275804,6.960912811200814,73.37419019054309,Cotton || Ammonium Sulfate
108,64,175,12.355203822235845,76.64434001185907,6.272720300578638,92.5552551739738,Sugarcane || Muriate of Potash
29,32,164,35.28888524339298,66.14978237447242,7.030784165614052,178.66313619944978,Sugarcane || Muriate of Potash
131,41,146,12.752552235327544,52.88345430768857,7.9515171363969,55.63228034655065,Wheat || DAP
70,71,120,18.23079040889647,60.35236281343129,4.819425698329026,144.2124630804202,Cotton || Ammonium Sulfate
132,83,153,12.842117582175872,52.900264615249924,7.611937703953817,72.45468422923933,Wheat || DAP
91,19,193,20.731930663022215,50.78155014456704,6.472116418084157,105.44249257467555,Cotton || Ammonium Sulfate
71,109,85,25.360529668545063,44.81650525062273,6.756507775047986,85.78103913838333,Maize || NPK 15-15-15
12,81,40,32.712766594393585,56.76602798824855,7.115725440068481,251.91411995941533,Maize || NPK 15-15-15
22,63,128,20.78752031221574,50.059232378964246,8.19049259651643,209.92271940910948,Wheat || DAP
129,61,151,30.342740641501035,76.00606922323502,4.726879814206951,248.43101894739291,Rice || Urea
134,29,34,16.87511588509349,76.03260446979837,4.617905408497791,132.0310802914462,Cotton || Ammonium Sulfate
98,41,43,31.515559875347286,65.1104145533383,5.213047125955094,115.21920756488083,Cotton || Ammonium Sulfate
82,123,76,18.135911753640176,81.67667164821927,8.445790904106946,131.34092677546408,Maize || NPK 15-15-15
77,23,161,15.732163654537967,85.48038314036289,7.360305469511102,44.451566973857794,Wheat || DAP
110,59,127,16.820630109725414,69.7859874460564,6.958564476218008,213.92902603565398,Rice || Urea
107,37,82,16.733641350928238,72.13610976580603,4.688156213658992,123.9453896548188,Cotton || Ammonium Sulfate
20,119,35,25.334434863801768,51.97315458718191,8.01644089557186,115.19771285843001,Maize || NPK 15-15-15
114,125,157,33.9647371108918,88.69215204233119,7.751027413188638,183.5538556889279,Rice || Urea
76,62,201,14.069732001805146,36.45236266535179,7.15920017546834,144.69997881035596,Wheat || DAP
132,33,113,30.380864280828987,55.916148166570736,5.856523261938811,275.4024083737356,Rice || Urea
38,88,19,29.0130079509743,78.30802529299136,4.782019822273029,125.50073029571232,Maize || NPK 15-15-15
85,31,76,34.68551874756342,39.805370580269674,6.8201539516036895,187.3350021298992,Rice || Urea
18,39,161,18.34783657317959,45.99017164569756,7.3787782858433495,114.79626414631642,Wheat || DAP
49,72,14,23.70285632581077,70.35714367177107,4.876961401908989,277.7427952505576,Maize || NPK 15-15-15
34,13,204,36.07151173553145,68.59962028781348,7.035070639193984,146.82664833283076,Sugarcane || Muriate of Potash
14,86,195,29.15982970351825,79.3356977678573,5.645464271548635,192.1909146080327,Sugarcane || Muriate of Potash
133,68,36,22.10797873440152,83.75675834529031,7.556976884879247,70.41320102864249,Maize || NPK 15-15-15
47,96,217,15.41672195423698,42.71477471070015,6.658463402407348,215.92581156727795,Wheat || DAP
81,17,122,18.824610205415368,36.102859386514524,5.016147151241746,104.61041389014929,Cotton || Ammonium Sulfate
99,91,24,27.111602414723965,76.37831117953436,6.606077790932944,147.66718067912126,Maize || NPK 15-15-15
46,21,172,30.672366636573358,53.08350774598155,6.082947453466875,251.9519349585899,Cotton || Ammonium Sulfate
69,128,213,15.23496905814923,72.55903483507721,5.221423873126607,272.93260357242434,Sugarcane || Muriate of Potash
37,40,114,27.589528761145402,44.03267528373348,7.866062896248493,141.89730444168566,Cotton || Ammonium Sulfate
90,87,190,26.309133249807527,63.14240279995777,4.544113793996544,240.35264030907996,Rice || Urea
123,43,53,25.36284161395841,65.26548476380621,5.748513107512424,52.80375869196658,Cotton || Ammonium Sulfate
49,91,35,29.943201059732207,70.10466898239297,4.5503801526777075,243.417767149663,Maize || NPK 15-15-15
54,129,184,33.773689472170005,65.79020097983386,4.88402778602461,191.08247731663593,Sugarcane || Muriate of Potash
71,107,171,20.39773176259858,64.74144621372284,5.688384876692324,157.28948041398448,Sugarcane || Muriate of Potash
102,84,104,35.11431694288494,54.96404923903133,4.717084741557494,253.59128923293946,Rice || Urea
124,114,187,16.176473928082316,39.27081417908517,6.886522129428565,242.88093340153932,Rice || Urea
76,85,93,16.49862061353027,40.37121180781054,4.847451631944731,111.26682302885727,Maize || NPK 15-15-15
65,58,149,18.93607365422202,61.02669646442922,7.306854536264381,229.9572117627418,Wheat || DAP
49,88,141,15.107802608224024,56.34758766925958,4.710568450508644,63.877824078969425,Cotton || Ammonium Sulfate
107,66,96,17.988299841754817,65.96808828046987,4.737235579204388,237.46334451216885,Rice || Urea
49,104,185,14.76670583547396,53.29029015537601,5.721303596133065,202.10934832558013,Cotton || Ammonium Sulfate
100,122,192,33.36556284162015,76.27460548731946,8.08628609987711,61.08791942366626,Sugarcane || Muriate of Potash
42,102,121,15.61319378905224,86.83728932057063,7.065572994893266,203.9392416337925,Wheat || DAP
15,35,138,31.429736496556277,52.93179132721206,7.5805251677156775,179.32462640232885,Cotton || Ammonium Sulfate
89,27,98,13.245760565746677,46.57904047634172,5.066208437908424,182.69202427481076,Rice || Urea
101,105,75,36.661528515361795,41.970834455245345,7.8365017329889834,109.80734443112765,Maize || NPK 15-15-15
106,95,167,30.49016227572192,71.97524243424874,4.532584992776941,103.95932800308287,Sugarcane || Muriate of Potash
68,47,140,12.176710263238906,61.63135946843416,5.352229402932025,223.0084268929648,Sugarcane || Muriate of Potash
68,90,131,31.860269005205563,46.28094303177734,6.964369284599973,101.63523544413738,Cotton || Ammonium Sulfate
57,96,158,25.366129939920818,74.18820399751132,6.000985634376201,147.10294043437568,Sugarcane || Muriate of Potash
22,97,93,32.263494428713116,43.908990980317064,8.436773566874255,206.74935966370833,Maize || NPK 15-15-15
116,59,186,25.5849170311553,68.25804235087716,4.621356987273273,59.10790031858507,Sugarcane || Muriate of Potash
54,17,125,28.666646298519222,66.62890289751587,8.494392671746173,182.69161182679773,Sugarcane || Muriate of Potash
98,50,199,32.444623040271054,79.05366807116499,6.994511331445264,181.45032943554816,Rice || Urea
109,15,125,22.532809419284273,38.30657839644,6.734827978384386,204.21489061312613,Rice || Urea
16,78,47,12.070411895331754,88.27237591107982,4.7380497702558975,128.78274287335807,Maize || NPK 15-15-15
54,53,152,34.098608894574895,77.17950356880917,5.593315506663563,147.75514577532152,Sugarcane || Muriate of Potash
67,73,119,21.90314942824123,47.967559900925735,8.198650753166383,119.19263534672648,Wheat || DAP
40,38,189,24.89711087643116,46.004320916584376,5.916984012756977,233.96037932530618,Cotton || Ammonium Sulfate
32,37,216,12.201932696003187,60.899612848627,7.146612801869004,71.3465824086718,Wheat || DAP
116,20,55,24.794392269102545,84.05391977267581,8.497985401674887,271.1089488580792,Rice || Urea
48,74,34,37.64867244086497,85.57699958834642,5.552278855334165,192.36067743501218,Maize || NPK 15-15-15
91,116,30,19.234959181288012,66.22736552836298,6.804323516057975,252.8576138541222,Rice || Urea
109,28,130,22.28087502630183,86.64865176120425,7.285751170808853,142.29554998354342,Sugarcane || Muriate of Potash
11,18,131,29.866939908185593,35.32662255150144,5.15850898626166,119.7469768940792,Cotton || Ammonium Sulfate
86,36,142,33.18463535561513,37.1104778918958,5.094690254784728,256.174194429756,Rice || Urea
21,43,79,22.852182224158607,89.70929561820456,6.325231646632693,63.729526930312666,Cotton || Ammonium Sulfate
48,53,122,20.051390630433605,81.51991579315496,6.0432500870371575,68.10573556126667,Sugarcane || Muriate of Potash
22,77,116,36.38347079961174,62.04236349502314,7.356861747429255,111.84322635632256,Cotton || Ammonium Sulfate
55,109,121,29.6057691334634,80.21660788867922,4.778035085794345,270.34599562391645,Sugarcane || Muriate of Potash
122,91,117,15.094553916821667,92.3383677034053,8.388666494962761,191.93646636762568,Rice || Urea
26,24,56,13.792124831500864,81.3253714328771,4.557107926743329,173.00648718769557,Cotton || Ammonium Sulfate
113,60,205,24.572296120549595,85.54228002909932,6.905267297344604,209.28552072530096,Rice || Urea
107,22,100,17.722341717229085,80.63639488340371,6.750530383469553,140.19389345875987,Wheat || DAP
97,92,27,18.60360358778259,45.0926655460125,5.038862923478903,221.9376403409918,Rice || Urea
118,58,158,34.81999664952406,85.01444657874421,5.103663930854119,134.37536751349063,Sugarcane || Muriate of Potash
79,79,113,14.328716632224078,46.706529201452604,7.670709951178507,238.32716436555148,Wheat || DAP
83,121,160,30.599466995951133,88.55667968264882,8.050249833650732,104.15081969836109,Sugarcane || Muriate of Potash
72,65,201,19.04969858789529,62.51899388486456,5.632067863535078,106.61119823152582,Sugarcane || Muriate of Potash
69,85,204,31.76853375650758,75.6186051386617,6.251855855850273,165.37199330241646,Sugarcane || Muriate of Potash
88,60,49,30.78269599605216,64.8344508728386,5.919980164153414,143.38267800681643,Cotton || Ammonium Sulfate
46,46,147,12.192189437551619,40.63945576499612,4.790188051946608,195.54780262832688,Cotton || Ammonium Sulfate
31,26,98,25.237520735961578,52.4433384572399,7.192816984063238,127.42978112165895,Cotton || Ammonium Sulfate
105,67,189,15.622306541829206,94.02391123982036,7.8007717392227605,95.33215577688804,Wheat || DAP
77,96,209,34.5219027950456,92.64288510018903,5.719517429564828,152.75405509189625,Sugarcane || Muriate of Potash
26,99,212,34.66123295442257,54.22921385933284,8.460703174522873,174.62955987931508,Cotton || Ammonium Sulfate
21,38,70,22.87699099483771,94.77780825471355,4.80340622912942,74.2240129191257,Cotton || Ammonium Sulfate
127,42,201,23.554286079728094,85.73307172981399,7.147162855258084,173.6124701759597,Sugarcane || Muriate of Potash
31,69,14,19.885356424517703,71.65756996593528,6.292912058104356,116.62160925949524,Maize || NPK 15-15-15
129,100,131,30.631763772960806,37.40747721566057,6.286407604426623,134.18845236844192,Cotton || Ammonium Sulfate
59,98,190,21.325195438687935,89.08680977230277,6.330582464134161,107.0363509751875,Sugarcane || Muriate of Potash
23,129,64,18.962604337588477,68.44575675585918,5.534727095205714,263.53847867033437,Maize || NPK 15-15-15
38,64,46,23.238007547117213,87.10856907216618,7.362251309328929,204.00070750725132,Maize || NPK 15-15-15
134,19,65,14.378675478073927,85.06574719434454,7.3863061043401075,102.990474736164,Wheat || DAP
16,56,196,31.4116833207493,84.98037291206516,5.6295884404233085,194.80752029246804,Sugarcane || Muriate of Potash
38,32,111,12.32750643306646,76.8904316428943,7.841225843433801,243.6573782996911,Wheat || DAP
42,94,102,28.756611599535443,52.484908320562916,5.76737977460132,136.39124999986447,Cotton || Ammonium Sulfate
120,30,206,16.754477695626683,55.169615464671196,7.4003724959461685,239.18980219748374,Rice || Urea
88,116,82,18.04250520157474,53.50815275496118,4.983999070048266,77.05958664159817,Maize || NPK 15-15-15
67,22,68,28.526431964641038,36.20275997195388,5.174806571214983,237.46752756788032,Cotton || Ammonium Sulfate
35,110,11,37.816530110355586,69.95413455288868,5.763182578033005,169.67061824136792,Maize || NPK 15-15-15
38,42,202,32.22065471588632,76.93002022676197,6.875495070671446,93.51387712239571,Sugarcane || Muriate of Potash
13,33,113,17.871830437808192,86.23195961151221,7.082045941914798,137.71393229341874,Wheat || DAP
108,117,197,16.57664363106948,43.40992600296382,6.085424687869899,277.11831818718804,Rice || Urea
48,20,60,34.52205462695943,67.65098893860811,4.811356612442056,228.05344399418226,Cotton || Ammonium Sulfate
24,26,39,23.54878264595911,35.480488440426974,5.994538608370897,178.02072673242768,Cotton || Ammonium Sulfate
128,77,20,15.563372873532042,40.70561886264377,7.255070063836606,67.63933885708613,Maize || NPK 15-15-15
38,56,117,34.41749700637039,38.25270465235958,7.183981844521264,140.27477989636006,Cotton || Ammonium Sulfate
84,34,85,33.21840117577079,78.52868204092923,5.140785652821771,103.13236336286494,Cotton || Ammonium Sulfate
125,103,176,37.58156546132625,39.863573832656186,4.531135881075869,57.04025908129366,Cotton || Ammonium Sulfate
41,82,99,35.653335854529786,77.9871788935274,7.511926469184467,170.1290532926356,Maize || NPK 15-15-15
139,30,214,34.146548805174085,49.977482264635,4.925472665540974,253.40456796181027,Rice || Urea
93,93,132,13.366934343086083,87.66277764181638,4.829396575857142,202.14396836179003,Rice || Urea
31,92,209,14.714799606951068,83.78899930182885,4.510804867336654,99.92329311532268,Sugarcane || Muriate of Potash
36,92,200,26.793563051907192,92.46981304851658,6.230405303827709,177.6603056689094,Sugarcane || Muriate of Potash
90,21,201,25.818460403327343,88.02572092748191,6.513055603603258,266.37622800327256,Rice || Urea
135,46,198,23.907043576727922,90.99976514698083,7.050656184594363,213.49961270150447,Rice || Urea
101,51,134,22.31652246077919,86.52454379079848,5.684255362850344,205.47373585762335,Rice || Urea
30,26,191,23.21147260647255,76.60291403689132,7.341698865547119,272.35795989460394,Sugarcane || Muriate of Potash
56,110,131,26.801746287504677,45.21554912752616,5.177327429627766,231.72959468416596,Cotton || Ammonium Sulfate
110,127,103,12.05398945760211,51.302451131245576,7.82796021244139,72.78965034370052,Wheat || DAP
93,57,210,18.778428127454156,47.76361796781639,6.787393315561783,123.43242087428833,Wheat || DAP
15,112,112,25.475272737906486,71.21514725949234,6.835559293488194,271.63376817704466,Cotton || Ammonium Sulfate
10,37,195,30.777618565514803,65.21719627841608,5.3391016551164325,157.5292946075195,Sugarcane || Muriate of Potash
67,50,193,16.528074002280306,87.02479982950541,4.796434997201553,66.79298687708449,Sugarcane || Muriate of Potash
133,108,171,26.21891051847326,92.16037198994454,6.358899212322686,150.06517112136206,Sugarcane || Muriate of Potash
24,56,40,30.575951781030327,59.29159337708866,6.962447807689436,207.27837617699217,Cotton || Ammonium Sulfate
73,121,61,23.560319105761522,65.38103319684873,4.880185834646742,279.4115732034979,Maize || NPK 15-15-15
34,27,98,12.704109475421328,93.29098140824834,8.302137898112667,117.73727597516844,Wheat || DAP
33,87,85,23.680972120106553,51.574336497388614,8.421657440931227,163.3808499710257,Maize || NPK 15-15-15
21,108,138,19.70756708134798,82.54344652152882,6.681826781569968,251.12336911595054,Wheat || DAP
27,117,192,36.170889800234534,48.514394140114774,8.300276621093625,125.26413233376005,Cotton || Ammonium Sulfate
24,114,31,15.239948027636512,75.88760692551631,5.217780950323412,66.22277358180574,Maize || NPK 15-15-15
36,80,49,28.964374843188036,50.21693765831385,4.6016827407181,267.7446100003609,Maize || NPK 15-15-15
81,114,110,13.37071392469703,88.02400332988321,4.657638141161559,157.22579361124002,Cotton || Ammonium Sulfate
69,22,120,23.600431383130108,68.68867662420061,6.850049917707116,160.6680905852732,Cotton || Ammonium Sulfate
102,91,138,26.403466667722096,46.15601845246307,4.746567533747294,189.0880347050037,Rice || Urea
62,110,74,19.7468282142385,48.46215054190916,8.334182427296348,40.848789688773905,Maize || NPK 15-15-15
17,22,200,23.831966523529996,64.63095174248602,5.067732843037595,263.47148213652383,Sugarcane || Muriate of Potash
88,109,191,16.252398657784873,92.69612153449273,5.718891224211914,126.74826034589,Sugarcane || Muriate of Potash
36,40,179,19.90722008616894,81.17852983301927,7.790071207993394,135.2636469722437,Wheat || DAP
59,11,158,28.14876444766528,64.2985785695507,5.374961292416373,81.7862194079764,Sugarcane || Muriate of Potash
102,25,88,19.846801452390032,55.26314867373303,5.471873833818282,130.75638719019065,Cotton || Ammonium Sulfate
33,18,218,35.39332003863066,67.95610960090656,7.069235823164073,232.9464473862525,Sugarcane || Muriate of Potash
69,82,31,28.338580898665732,79.90165000571719,5.60434435395705,231.99800141332835,Maize || NPK 15-15-15
131,47,175,23.404874479335597,82.035715307168,5.369790536030801,264.5912418149087,Rice || Urea
55,84,108,13.007680324408744,54.47652788581668,5.51671085722263,136.775073443391,Cotton || Ammonium Sulfate
24,63,217,24.98825671532145,78.26955609283263,6.462589997362907,210.09316089966023,Sugarcane || Muriate of Potash
26,65,17,31.88418229525232,74.46732680217116,8.364399490925928,161.73701324981369,Maize || NPK 15-15-15
135,95,199,18.904497548322755,92.54673751977764,7.828951766244913,232.96546948459144,Rice || Urea
93,106,184,32.976112810867946,90.86541743048089,5.6384410582407085,211.01008219191925,Rice || Urea
18,109,26,18.546975917322918,82.36275953621463,5.9534928339923905,128.29670206870617,Maize || NPK 15-15-15
72,118,26,33.41740608672082,78.4036813312957,6.35804900201631,120.8017202208862,Maize || NPK 15-15-15
126,96,99,14.216976881903612,51.44249538225655,8.41571858806796,100.58619112671222,Maize || NPK 15-15-15
139,54,150,34.520776430594765,85.757915365912,5.189561873342862,178.36378971727305,Sugarcane || Muriate of Potash
97,118,154,24.978847724266593,60.65034222280197,5.929932413967531,271.3222843825263,Rice || Urea
81,43,175,19.70997733012681,51.33443255036268,7.41770437593086,88.01601702821584,Wheat || DAP
73,18,90,18.892944510793868,58.04964547720775,8.355774937075774,62.86058917703805,Wheat || DAP
81,97,87,23.23227453218943,85.15612940099047,5.122700851056951,68.65615409831527,Maize || NPK 15-15-15
30,17,182,37.975286950694766,43.9179929346731,5.409519816777383,227.943682300036,Cotton || Ammonium Sulfate
27,16,15,17.728512229377145,62.36952446718935,5.402778697561721,124.02515302829529,Cotton || Ammonium Sulfate
73,45,172,14.683632870853991,64.54145567176938,4.583728117968294,93.84803864617112,Sugarcane || Muriate of Potash
91,27,119,27.21091438668521,37.197781855929165,6.916462499923798,124.68258840964,Cotton || Ammonium Sulfate
119,12,23,24.702104127446685,46.744761772889916,7.182812296583576,194.8793950790852,Rice || Urea
104,37,81,25.62910304764599,84.60454571455139,6.910103560501014,171.2289099587881,Cotton || Ammonium Sulfate
